DateTime,Latitude,Longitude,AltMSL,GndSpd
2023-12-20 02:31:25,40.63719,-73.77368,-174,0
2023-12-20 02:31:41,40.64639,-73.76583,574,163
2023-12-20 02:31:57,40.65651,-73.75708,1152,181
2023-12-20 02:32:13,40.66498,-73.74249,1450,228
2023-12-20 02:32:29,40.66699,-73.72180,1749,281
2023-12-20 02:32:45,40.66681,-73.69995,2251,295
2023-12-20 02:33:07,40.66608,-73.66553,3675,338
2023-12-20 02:33:34,40.66512,-73.62469,5075,327
2023-12-20 02:33:50,40.67020,-73.59882,5774,356
2023-12-20 02:34:08,40.68398,-73.58002,6850,280
2023-12-20 02:34:25,40.70146,-73.56670,7549,279
2023-12-20 02:34:51,40.73032,-73.55784,8901,251
2023-12-20 02:35:36,40.78198,-73.54028,10476,262
2023-12-20 02:36:06,40.82465,-73.52649,10951,323
2023-12-20 02:36:36,40.87193,-73.51121,12201,358
2023-12-20 02:37:06,40.91505,-73.49738,14301,326
2023-12-20 02:37:36,40.96085,-73.48268,15400,346
2023-12-20 02:38:06,41.00787,-73.46751,16175,356
2023-12-20 02:38:36,41.05637,-73.45184,18123,367
2023-12-20 02:39:06,41.10123,-73.43750,19075,339
2023-12-20 02:39:36,41.15176,-73.42113,20249,382
2023-12-20 02:40:06,41.19640,-73.40668,21601,338
2023-12-20 02:40:36,41.24896,-73.38955,22201,398
2023-12-20 02:41:06,41.30161,-73.37244,22726,399
2023-12-20 02:41:36,41.35417,-73.35534,23399,398
2023-12-20 02:42:06,41.40957,-73.33732,24177,419
2023-12-20 02:42:27,41.44969,-73.32378,24626,436
2023-12-20 02:42:45,41.48199,-73.30465,25276,450
2023-12-20 02:43:01,41.50607,-73.28056,25650,460
2023-12-20 02:43:19,41.53344,-73.24553,26050,533
2023-12-20 02:43:46,41.57855,-73.20197,26624,502
2023-12-20 02:44:08,41.61561,-73.17642,27073,442
2023-12-20 02:44:27,41.65521,-73.15646,27625,504
2023-12-20 02:44:50,41.70296,-73.14104,28074,471
2023-12-20 02:45:11,41.74677,-73.13455,28501,456
2023-12-20 02:45:29,41.78215,-73.13461,28924,425
2023-12-20 02:45:54,41.83631,-73.14295,29475,473
2023-12-20 02:46:24,41.90016,-73.15390,29849,466
2023-12-20 02:46:54,41.96773,-73.16489,30525,493
2023-12-20 02:47:24,42.03314,-73.17587,31175,478
2023-12-20 02:47:54,42.10089,-73.18742,31424,495
2023-12-20 02:48:12,42.14002,-73.18926,31575,470
2023-12-20 02:48:34,42.19286,-73.17906,31699,528
2023-12-20 02:48:53,42.23461,-73.15802,31824,531
2023-12-20 02:49:35,42.31732,-73.07850,32474,590
2023-12-20 02:50:05,42.37822,-73.01763,32976,620
2023-12-20 02:50:35,42.43460,-72.96110,33599,575
2023-12-20 02:51:05,42.49315,-72.90103,33901,604
2023-12-20 02:51:35,42.55433,-72.83801,34301,632
2023-12-20 02:52:05,42.61281,-72.77768,34925,605
2023-12-20 02:52:35,42.67081,-72.71780,35476,600
2023-12-20 02:53:05,42.73215,-72.65434,35850,635
2023-12-20 02:53:35,42.78970,-72.59453,36250,598
2023-12-20 02:54:05,42.84998,-72.53187,36850,626
2023-12-20 02:54:35,42.90971,-72.46972,37224,621
2023-12-20 02:55:05,42.96941,-72.40718,37549,623
2023-12-20 02:55:35,43.02730,-72.34641,37799,604
2023-12-20 02:56:05,43.08898,-72.28160,38150,644
2023-12-20 02:56:35,43.14725,-72.22022,38524,609
2023-12-20 02:57:05,43.20713,-72.15690,38799,627
2023-12-20 02:57:35,43.26528,-72.09529,38999,610
2023-12-20 02:58:05,43.32538,-72.03153,38999,631
2023-12-20 02:58:35,43.38436,-71.96882,38999,620
2023-12-20 02:59:05,43.44511,-71.90401,38999,640
2023-12-20 02:59:35,43.50623,-71.83862,38999,644
2023-12-20 03:00:05,43.56651,-71.77394,38999,637
2023-12-20 03:00:35,43.62575,-71.71025,38999,626
2023-12-20 03:01:05,43.68704,-71.64427,38999,648
2023-12-20 03:01:35,43.74630,-71.58005,38999,629
2023-12-20 03:02:05,43.80845,-71.51269,38999,660
2023-12-20 03:02:35,43.86631,-71.44972,38999,616
2023-12-20 03:03:05,43.92751,-71.38316,38999,651
2023-12-20 03:03:35,43.98814,-71.31683,38999,647
2023-12-20 03:04:05,44.04863,-71.25062,38999,646
2023-12-20 03:04:35,44.10905,-71.18438,38999,646
2023-12-20 03:05:05,44.16965,-71.11751,38999,650
2023-12-20 03:05:35,44.23138,-71.04939,38999,662
2023-12-20 03:06:05,44.29285,-70.98129,38999,661
2023-12-20 03:06:35,44.35223,-70.91534,38999,639
2023-12-20 03:07:05,44.41479,-70.84560,38999,675
2023-12-20 03:07:35,44.47894,-70.77406,38999,692
2023-12-20 03:08:06,44.53958,-70.70611,38999,635
2023-12-20 03:08:36,44.60275,-70.63516,38999,684
2023-12-20 03:09:06,44.66455,-70.56564,38999,670
2023-12-20 03:09:37,44.72897,-70.49270,38999,678
2023-12-20 03:10:07,44.79093,-70.42250,38999,674
2023-12-20 03:10:37,44.85397,-70.35095,39026,687
2023-12-20 03:11:07,44.91893,-70.27699,38999,709
2023-12-20 03:11:37,44.98087,-70.20612,38999,678
2023-12-20 03:12:07,45.04297,-70.13504,38999,680
2023-12-20 03:12:37,45.10771,-70.06060,38999,710
2023-12-20 03:13:07,45.17113,-69.98747,38999,697
2023-12-20 03:13:38,45.23569,-69.91297,38999,687
2023-12-20 03:14:08,45.29952,-69.83875,38999,705
2023-12-20 03:14:38,45.36134,-69.76680,38999,683
2023-12-20 03:15:08,45.42480,-69.69301,38999,701
2023-12-20 03:15:38,45.48829,-69.61855,38999,705
2023-12-20 03:16:08,45.55421,-69.54118,38999,732
2023-12-20 03:16:38,45.61789,-69.46622,38999,708
2023-12-20 03:17:08,45.67831,-69.39481,39026,673
2023-12-20 03:17:39,45.74698,-69.31335,38999,742
2023-12-20 03:18:09,45.80992,-69.23866,38999,703
2023-12-20 03:18:40,45.87430,-69.16203,38999,697
2023-12-20 03:19:10,45.93887,-69.08478,39026,725
2023-12-20 03:19:42,46.00711,-69.00286,39026,720
2023-12-20 03:20:13,46.07317,-68.92321,38976,721
2023-12-20 03:20:45,46.14226,-68.83986,39026,731
2023-12-20 03:21:15,46.20607,-68.76276,38976,721
2023-12-20 03:21:45,46.27016,-68.68471,38999,727
2023-12-20 03:22:15,46.33589,-68.60446,38999,747
2023-12-20 03:22:45,46.40021,-68.52588,39026,731
2023-12-20 03:23:15,46.46132,-68.45087,38976,697
2023-12-20 03:23:47,46.53408,-68.36133,38976,779
2023-12-20 03:24:19,46.60256,-68.27660,39026,735
2023-12-20 03:24:49,46.66617,-68.19790,39026,729
2023-12-20 03:25:19,46.73090,-68.11745,38999,743
